customer_key,prefix,first_name,last_name,birth_date,marital_status,gender,annual_income,total_children,education_level,occupation,home_owner,income_sort
12514,MS.,LACEY,BECKER,12/9/1977,S,F,"$30,000 ",0,Partial College,Clerical,N,4
12515,MS.,SHELBY,BAILEY,6/3/1977,S,F,"$30,000 ",0,Partial College,Clerical,Y,4
12516,MS.,SHAWNA,CHANDER,5/27/1977,S,F,"$30,000 ",0,Partial College,Clerical,N,4
12517,Unknown,ALEXA,WATSON,8/25/1977,S,Unknown,"$30,000 ",0,Partial College,Clerical,N,4
12518,MS.,JACQUELYN,DOMINGUEZ,9/27/1977,S,F,"$30,000 ",0,Partial College,Clerical,N,4
12519,MR.,CASEY,GUTIERREZ,12/17/1977,S,M,"$30,000 ",0,Partial College,Clerical,N,4
12520,MR.,SETH,JACKSON,11/25/1976,S,M,"$20,000 ",0,High School,Manual,N,2
12521,MS.,MEREDITH,DOMINGUEZ,1/12/1975,S,F,"$10,000 ",0,Partial High School,Manual,N,1
12522,MS.,BRANDY,SANCHEZ,9/7/1976,S,F,"$20,000 ",0,High School,Manual,N,2
12523,MR.,STEVE,WAGNER,12/3/1976,S,M,"$20,000 ",0,High School,Manual,N,2
12524,MS.,KATE,SHAN,1/24/1975,S,F,"$30,000 ",0,Partial College,Clerical,Y,4
12525,MRS.,CHELSEA,RODRIGUEZ,4/28/1975,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
12526,MRS.,MICHELE,SUAREZ,5/19/1975,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
12527,MR.,JOSÉ,RODRIGUEZ,11/24/1959,M,M,"$60,000 ",4,Graduate Degree,Skilled Manual,Y,7
12528,MR.,DEVIN,WILSON,3/2/1959,S,M,"$60,000 ",4,Graduate Degree,Skilled Manual,Y,7
12529,MR.,ISAIAH,ALLEN,10/11/1959,M,M,"$60,000 ",4,Graduate Degree,Skilled Manual,Y,7
12530,MRS.,ISABEL,COLEMAN,5/26/1972,S,F,"$40,000 ",4,Partial College,Clerical,Y,5
12532,MR.,JOSE,CARTER,3/9/1973,M,M,"$50,000 ",0,Graduate Degree,Skilled Manual,Y,6
12533,MR.,LUIS,WASHINGTON,11/7/1940,M,M,"$170,000 ",1,Graduate Degree,Management,Y,17
12534,MRS.,KATIE,SHAN,6/15/1962,M,F,"$10,000 ",1,Graduate Degree,Manual,Y,1
12535,MR.,CLIFFORD,KAPOOR,2/18/1962,S,M,"$10,000 ",1,Bachelors,Manual,Y,1
12536,MR.,JAVIER,DOMINGUEZ,6/17/1961,M,M,"$10,000 ",1,Bachelors,Manual,Y,1
12537,MR.,TERRENCE,LUO,3/18/1961,M,M,"$10,000 ",1,Bachelors,Manual,Y,1
12538,MRS.,PAULA,BLANCO,8/21/1961,M,F,"$20,000 ",1,Graduate Degree,Clerical,Y,2
12539,MR.,MARC,DOMINGUEZ,5/26/1935,S,M,"$20,000 ",1,Graduate Degree,Clerical,Y,2
12540,MR.,LEVI,SARA,9/6/1936,M,M,"$30,000 ",1,Graduate Degree,Clerical,Y,4
12541,MR.,JONATHAN,ZHANG,10/4/1962,M,M,"$30,000 ",4,Graduate Degree,Clerical,Y,4
12542,MR.,PRESTON,PATEL,6/27/1962,M,M,"$30,000 ",4,Graduate Degree,Clerical,Y,4
12543,MR.,RUBEN,ALVAREZ,1/20/1958,M,M,"$10,000 ",1,Bachelors,Manual,Y,1
12544,MR.,BRUCE,JORDAN,3/27/1958,M,M,"$10,000 ",1,Bachelors,Manual,Y,1
12545,MR.,MARC,RUIZ,3/4/1957,M,M,"$10,000 ",1,Partial College,Manual,Y,1
12546,MR.,CLARENCE,ANDERSEN,11/16/1956,S,M,"$20,000 ",1,Bachelors,Clerical,Y,2
12547,MR.,BRADLEY,NARA,10/28/1956,M,M,"$20,000 ",1,Bachelors,Clerical,Y,2
12548,MRS.,ALEXANDRA,COLLINS,2/7/1955,S,F,"$10,000 ",2,Partial College,Manual,Y,1
12549,MRS.,DONNA,XIE,2/7/1955,S,F,"$10,000 ",2,Partial College,Manual,Y,1
12550,MR.,AUSTIN,DIAZ,10/3/1954,M,M,"$10,000 ",2,Partial College,Manual,Y,1
12551,MR.,JULIO,RAMOS,12/3/1937,M,M,"$20,000 ",1,Bachelors,Clerical,Y,2
12552,MR.,BRUCE,TORRES,9/12/1938,M,M,"$20,000 ",1,Bachelors,Clerical,Y,2
12553,MRS.,TONI,FERNANDEZ,9/23/1938,M,F,"$20,000 ",1,Bachelors,Clerical,Y,2
12554,MR.,BARRY,RODRIGUEZ,3/2/1938,M,M,"$30,000 ",1,Graduate Degree,Clerical,Y,4
12555,MR.,EDGAR,MALHOTRA,2/2/1939,M,M,"$10,000 ",2,Bachelors,Clerical,Y,1
12556,MR.,MANUEL,KAPOOR,8/12/1939,M,M,"$10,000 ",2,Bachelors,Clerical,Y,1
12557,MR.,PHILLIP,LOPEZ,6/24/1940,M,M,"$10,000 ",2,Bachelors,Clerical,Y,1
12558,MRS.,AMANDA,EVANS,9/7/1940,M,F,"$20,000 ",1,Bachelors,Clerical,Y,2
12559,MR.,EMMANUEL,LOPEZ,11/1/1940,M,M,"$20,000 ",1,Bachelors,Clerical,Y,2
12560,MRS.,MANDY,GAO,1/1/1940,M,F,"$20,000 ",1,Bachelors,Clerical,Y,2
12561,MRS.,TRISHA,LIN,7/19/1941,S,F,"$10,000 ",2,Partial College,Manual,Y,1
12562,MRS.,KRISTINA,CHANDRA,12/11/1941,M,F,"$10,000 ",2,Partial College,Manual,Y,1
12563,MR.,ALEJANDRO,LIN,4/11/1941,M,M,"$30,000 ",1,Bachelors,Clerical,Y,4
12564,MR.,MARSHALL,YANG,3/9/1941,M,M,"$30,000 ",1,Bachelors,Clerical,Y,4
12565,MRS.,KENDRA,GUTIERREZ,7/3/1942,M,F,"$10,000 ",3,Partial College,Manual,Y,1
12566,MR.,OMAR,YANG,5/3/1942,M,M,"$30,000 ",1,Bachelors,Clerical,Y,4
12567,MRS.,CARMEN,ARTHUR,2/18/1942,M,F,"$30,000 ",1,Bachelors,Clerical,Y,4
12568,MRS.,STACEY,YE,6/16/1942,M,F,"$30,000 ",1,Bachelors,Clerical,Y,4
12569,MRS.,KRISTIN,RAI,3/19/1942,M,F,"$40,000 ",1,Graduate Degree,Clerical,Y,5
12570,MR.,CASEY,MUNOZ,5/16/1980,S,M,"$10,000 ",0,Partial College,Manual,N,1
12571,MS.,JENNIFER,GREEN,5/19/1980,M,F,"$10,000 ",0,Partial College,Manual,N,1
12572,MS.,ALISHA,CHANDER,5/27/1980,S,F,"$10,000 ",0,Partial College,Manual,N,1
12573,MR.,GRANT,RAI,2/23/1980,S,M,"$10,000 ",0,Partial College,Manual,N,1
12574,MR.,DEREK,RAJE,2/11/1980,S,M,"$10,000 ",0,Partial College,Manual,N,1
12575,MS.,JACLYN,SHEN,9/12/1979,S,F,"$10,000 ",0,Partial College,Manual,N,1
12576,MR.,WALTER,DOMINGUEZ,3/14/1979,S,M,"$10,000 ",0,Partial College,Manual,N,1
12577,MR.,FRANCIS,SANZ,8/20/1979,S,M,"$10,000 ",0,Partial College,Manual,Y,1
12578,MR.,GAVIN,PERRY,2/28/1980,S,M,"$10,000 ",0,Partial College,Manual,N,1
12579,MS.,LYDIA,SANCHEZ,9/10/1978,S,F,"$10,000 ",0,Partial College,Manual,Y,1
12580,MR.,CEDRIC,SHE,9/8/1978,S,M,"$10,000 ",0,Partial College,Manual,Y,1
12581,MS.,KRISTINA,FERNANDEZ,3/11/1978,S,F,"$10,000 ",0,Partial College,Manual,N,1
12582,MS.,CARMEN,SARA,3/25/1977,S,F,"$10,000 ",0,High School,Manual,N,1
12583,MR.,TYRONE,ORTEGA,8/7/1976,S,M,"$10,000 ",1,High School,Manual,N,1
12584,MRS.,BRITTNEY,MA,7/4/1976,S,F,"$10,000 ",1,High School,Manual,N,1
12585,MR.,IAN,MARTINEZ,6/24/1979,M,M,"$10,000 ",1,High School,Manual,Y,1
12586,MRS.,KELLIE,HERNANDEZ,4/24/1979,S,F,"$10,000 ",1,High School,Manual,N,1
12587,MR.,DANNY,TRAVERS,8/20/1978,S,M,"$20,000 ",0,Bachelors,Clerical,Y,2
12588,MRS.,TRACY,CHANDE,7/25/1977,S,F,"$10,000 ",1,High School,Manual,N,1
12589,MR.,RUBEN,RODRIGUEZ,5/17/1977,M,M,"$20,000 ",0,Partial College,Manual,Y,2
12590,MR.,MARIO,CHANDER,5/27/1943,S,M,"$30,000 ",1,Bachelors,Clerical,Y,4
12592,MRS.,AMY,LI,7/20/1961,M,F,"$30,000 ",4,Graduate Degree,Clerical,Y,4
12593,MR.,BENJAMIN,ZHANG,5/3/1961,S,M,"$30,000 ",4,Graduate Degree,Clerical,Y,4
12594,MRS.,SANDRA,GAO,2/16/1961,M,F,"$30,000 ",4,Graduate Degree,Clerical,Y,4
12595,MR.,MATHEW,BLANCO,6/19/1961,S,M,"$30,000 ",3,Graduate Degree,Clerical,Y,4
12596,MR.,ARMANDO,ROMERO,1/14/1961,M,M,"$30,000 ",3,Graduate Degree,Clerical,Y,4
12597,MR.,FRANKLIN,ZHANG,6/2/1960,M,M,"$20,000 ",1,Partial College,Manual,Y,2
12598,MRS.,ALEXANDRA,BRYANT,2/2/1960,M,F,"$30,000 ",3,Graduate Degree,Clerical,Y,4
12599,MRS.,JILLIAN,FERNANDEZ,12/11/1959,M,F,"$20,000 ",2,Partial College,Manual,Y,2
12600,MR.,LARRY,ROMERO,4/3/1958,M,M,"$30,000 ",1,Graduate Degree,Clerical,Y,4
12601,MR.,RANDY,ZHANG,8/13/1960,M,M,"$30,000 ",3,Graduate Degree,Clerical,Y,4
12602,MR.,FRANCISCO,SRINI,10/26/1960,M,M,"$30,000 ",3,Graduate Degree,Clerical,Y,4
12603,MR.,COLE,REED,2/19/1960,S,M,"$30,000 ",3,Bachelors,Clerical,Y,4
12604,MR.,NATHAN,LEE,3/18/1960,M,M,"$30,000 ",3,Bachelors,Clerical,Y,4
12605,MRS.,CAROL,COOPER,8/6/1960,M,F,"$30,000 ",3,Bachelors,Clerical,Y,4
12606,MR.,ARTHUR,VAN,4/20/1960,M,M,"$40,000 ",3,Graduate Degree,Clerical,Y,5
12607,MRS.,TAMARA,ZHU,9/22/1960,M,F,"$40,000 ",3,Graduate Degree,Clerical,Y,5
12608,MR.,BRETT,SANCHEZ,11/9/1959,M,M,"$30,000 ",0,Bachelors,Clerical,Y,4
12609,MS.,LINDA,CARLSON,9/20/1959,M,F,"$30,000 ",0,Bachelors,Clerical,Y,4
12610,MRS.,WENDY,GUTIERREZ,9/6/1958,M,F,"$30,000 ",1,Bachelors,Clerical,Y,4
12611,MR.,MANUEL,SARA,4/11/1970,S,M,"$20,000 ",0,Partial College,Manual,Y,2
12612,MR.,SHANNON,TORRES,6/6/1969,S,M,"$10,000 ",2,High School,Manual,Y,1
12613,MR.,JOEL,PRASAD,9/3/1970,M,M,"$30,000 ",0,Bachelors,Clerical,Y,4
12614,MR.,LANCE,GILL,6/14/1970,S,M,"$30,000 ",0,Bachelors,Clerical,Y,4
12615,MR.,NATHAN,HILL,2/20/1969,S,M,"$10,000 ",2,High School,Manual,Y,1
12616,MS.,KELSEY,TANG,10/12/1969,S,F,"$20,000 ",0,Partial College,Manual,N,2
12617,MR.,JAKE,MA,10/5/1969,M,M,"$20,000 ",0,Partial College,Manual,N,2
12618,MS.,DAWN,LAL,6/23/1969,M,F,"$30,000 ",0,Bachelors,Clerical,Y,4
12619,MS.,PRISCILLA,RAI,8/7/1969,M,F,"$40,000 ",0,Graduate Degree,Clerical,Y,5
12620,MR.,MAURICE,LAL,4/17/1969,M,M,"$40,000 ",0,Graduate Degree,Clerical,Y,5
12621,MR.,BARRY,MARTINEZ,12/12/1969,M,M,"$40,000 ",0,Graduate Degree,Clerical,Y,5
12622,MR.,MICHEAL,RUBIO,4/10/1969,M,M,"$40,000 ",0,Graduate Degree,Skilled Manual,Y,5
12623,MR.,JESSE,SANCHEZ,7/18/1952,M,M,"$10,000 ",3,Partial College,Manual,N,1
12624,MRS.,JAMIE,XU,10/2/1952,M,F,"$20,000 ",2,Partial College,Manual,Y,2
12625,MRS.,CARLY,ANDERSEN,6/26/1952,M,F,"$20,000 ",2,Partial College,Manual,Y,2
12626,MRS.,CASSIE,LAL,5/3/1951,M,F,"$20,000 ",2,Partial College,Manual,Y,2
12627,MRS.,LEAH,ZHENG,1/4/1968,S,F,"$20,000 ",1,Partial College,Manual,N,2
12628,MR.,ARTURO,MA,11/4/1968,M,M,"$20,000 ",1,Partial College,Manual,Y,2
12629,MR.,RUSSELL,NARA,12/26/1968,S,M,"$20,000 ",1,Partial College,Manual,N,2
12630,MR.,KEVIN,SIMMONS,9/22/1954,M,M,"$80,000 ",4,Partial College,Professional,Y,9
12631,MR.,CLARENCE,GAO,5/17/1944,S,M,"$70,000 ",5,High School,Professional,Y,8
12632,MRS.,BONNIE,NATH,8/18/1944,M,F,"$80,000 ",5,Bachelors,Management,Y,9
12633,MR.,SHANNON,SUAREZ,2/9/1945,M,M,"$110,000 ",3,Bachelors,Management,Y,12
12634,MR.,DERRICK,RUIZ,9/13/1945,M,M,"$120,000 ",4,Bachelors,Management,Y,13
12635,MR.,BRAD,BECK,9/25/1946,S,M,"$80,000 ",5,Partial College,Professional,N,9
12636,MRS.,TAMER,SALAH,8/3/1946,M,F,"$100,000 ",2,Bachelors,Management,Y,11
12637,MR.,LEONARD,NATH,3/2/1946,M,M,"$130,000 ",4,Partial College,Professional,Y,14
12638,MR.,SEBASTIAN,BROOKS,1/3/1954,M,M,"$80,000 ",4,Partial College,Professional,Y,9
12639,MR.,RUBEN,LOPEZ,7/12/1953,S,M,"$80,000 ",4,Partial College,Professional,Y,9
12640,MR.,ANGEL,RICHARDSON,11/22/1953,M,M,"$90,000 ",3,Partial College,Professional,Y,10
12641,MR.,WILLIE,RAJE,3/5/1954,M,M,"$100,000 ",3,High School,Professional,Y,11
12642,MR.,JIMMY,CARLSON,4/13/1954,M,M,"$100,000 ",3,High School,Professional,Y,11
12643,MRS.,KRISTINA,PEREZ,7/24/1953,M,F,"$120,000 ",3,Bachelors,Management,Y,13
12644,MRS.,RACHEL,REED,6/3/1953,M,F,"$130,000 ",4,Partial College,Professional,Y,14
12645,MS.,AUDREY,RUIZ,5/7/1953,M,F,"$170,000 ",0,Bachelors,Management,Y,17
12646,MR.,KENNETH,XU,7/11/1952,S,M,"$90,000 ",4,High School,Professional,Y,10
12647,MRS.,COLLEEN,ANAND,9/26/1952,M,F,"$170,000 ",4,Partial College,Professional,Y,17
12648,MRS.,LORI,DOMINGUEZ,3/10/1952,M,F,"$170,000 ",4,Partial College,Professional,Y,17
12649,MR.,OMAR,GOEL,12/10/1951,M,M,"$80,000 ",4,High School,Professional,Y,9
12650,MR.,AARON,WRIGHT,3/6/1950,M,M,"$90,000 ",4,High School,Management,Y,10
12651,MR.,MARTIN,MALHOTRA,6/16/1950,S,M,"$90,000 ",4,High School,Management,Y,10
12652,MRS.,CAROLYN,MARTIN,8/9/1950,M,F,"$130,000 ",4,High School,Management,Y,14
12653,MRS.,NICHOLE,ANDERSEN,1/25/1950,M,F,"$150,000 ",4,Bachelors,Management,Y,15
12654,MRS.,BRIANA,GILL,11/27/1950,M,F,"$160,000 ",2,Partial College,Management,N,16
12655,MR.,LARRY,VAZQUEZ,2/20/1949,M,M,"$80,000 ",5,High School,Management,Y,9
12656,MR.,BLAKE,ROBERTS,9/5/1949,M,M,"$90,000 ",4,High School,Management,Y,10
12657,MRS.,AUDREY,BLANCO,6/6/1949,M,F,"$110,000 ",4,High School,Management,Y,12
12658,MS.,JOY,GOMEZ,1/11/1949,M,F,"$170,000 ",0,High School,Management,Y,17
12659,MR.,DAMIEN,CHANDE,3/17/1948,M,M,"$80,000 ",5,High School,Management,Y,9
12660,MRS.,TONI,SANCHEZ,10/19/1947,M,F,"$80,000 ",5,Partial High School,Skilled Manual,Y,9
12661,MRS.,DEBORAH,PAL,8/22/1947,M,F,"$80,000 ",5,Partial High School,Skilled Manual,Y,9
12662,MR.,JESSIE,HUANG,5/25/1947,M,M,"$90,000 ",5,Partial High School,Skilled Manual,N,10
12663,MRS.,MORGAN,ADAMS,6/24/1947,M,F,"$90,000 ",5,Partial High School,Skilled Manual,Y,10
12664,MRS.,KRISTA,GILL,1/3/1947,M,F,"$130,000 ",5,Partial College,Professional,Y,14
12665,MS.,JOY,SUAREZ,10/5/1975,M,F,"$60,000 ",0,Bachelors,Professional,Y,7
12666,MR.,JESSIE,ZHU,8/20/1975,S,M,"$60,000 ",0,Bachelors,Professional,N,7
12667,MS.,MARIA,WOOD,11/22/1976,M,F,"$70,000 ",0,Bachelors,Professional,Y,8
12668,MS.,MELISSA,PATTERSON,4/26/1976,S,F,"$70,000 ",0,Bachelors,Professional,Y,8
12669,MR.,IRVING,SCHMIDT,3/4/1976,S,M,"$70,000 ",0,Bachelors,Professional,N,8
12670,MS.,SARAH,MARTINEZ,7/21/1975,S,F,"$70,000 ",0,Bachelors,Professional,N,8
12671,MR.,ALAN,HUANG,2/11/1974,S,M,"$70,000 ",0,Bachelors,Professional,N,8
12672,MR.,CARSON,BUTLER,11/7/1975,S,M,"$80,000 ",0,Bachelors,Professional,N,9
12673,MR.,COLIN,STONE,8/28/1975,M,M,"$80,000 ",0,Bachelors,Professional,Y,9
12674,MR.,JIMMY,TRAVERS,7/27/1975,M,M,"$90,000 ",0,Bachelors,Professional,Y,10
12675,MS.,HOLLY,FERNANDEZ,10/5/1973,S,F,"$80,000 ",0,Bachelors,Professional,N,9
12676,MS.,MICHELE,MADAN,6/28/1974,S,F,"$90,000 ",0,Bachelors,Professional,Y,10
12677,MR.,CEDRIC,LIU,11/5/1974,M,M,"$100,000 ",0,High School,Management,Y,11
12678,MRS.,DANA,SERRANO,10/10/1974,S,F,"$130,000 ",4,High School,Management,Y,14
12679,MS.,STACY,GILL,11/10/1973,M,F,"$100,000 ",0,High School,Management,N,11
12680,MR.,GEORGE,SANCHEZ,7/2/1972,S,M,"$80,000 ",0,Bachelors,Professional,N,9
12681,MS.,CHRISTY,CHOW,3/8/1972,S,F,"$80,000 ",0,Bachelors,Professional,N,9
12682,MS.,KARI,SUBRAM,6/14/1973,M,F,"$100,000 ",0,High School,Management,N,11
12683,MRS.,LAURA,ZHOU,2/1/1973,S,F,"$120,000 ",5,Partial High School,Professional,Y,13
12684,MR.,SHAUN,SHEN,5/23/1973,M,M,"$120,000 ",0,Partial High School,Professional,Y,13
12685,MS.,JACLYN,XU,3/22/1972,M,F,"$90,000 ",0,Bachelors,Professional,Y,10
12686,MS.,TRISHA,ZHOU,10/18/1972,S,F,"$90,000 ",0,Bachelors,Professional,Y,10
12687,MR.,MARSHALL,LI,4/20/1972,S,M,"$90,000 ",0,Bachelors,Professional,N,10
12688,MS.,STACY,NAVARRO,8/4/1972,S,F,"$90,000 ",0,Bachelors,Professional,Y,10
12689,MS.,TAMARA,PAL,10/5/1972,S,F,"$90,000 ",0,Bachelors,Professional,N,10
12690,MR.,ROGER,ZHANG,9/12/1972,M,M,"$100,000 ",0,High School,Management,Y,11
12691,MR.,RAFAEL,ANDERSEN,2/9/1972,M,M,"$100,000 ",0,High School,Management,Y,11
12692,MR.,GLENN,LU,7/26/1971,S,M,"$80,000 ",0,Bachelors,Professional,Y,9
12693,MS.,RUTH,GONZALEZ,1/9/1971,M,F,"$80,000 ",0,Bachelors,Professional,Y,9
12694,MR.,JAY,ARTHUR,1/11/1972,S,M,"$120,000 ",0,Partial High School,Professional,Y,13
12695,MS.,KARI,RUIZ,2/2/1971,M,F,"$90,000 ",0,Bachelors,Professional,Y,10
12696,MS.,STACEY,HU,3/17/1971,M,F,"$100,000 ",0,High School,Management,Y,11
12697,MS.,BRENDA,STONE,6/24/1970,S,F,"$90,000 ",0,Bachelors,Professional,N,10
12698,MR.,MOHAMED,PAL,5/14/1970,M,M,"$110,000 ",0,High School,Management,Y,12
12699,MS.,AMY,CHOW,3/18/1970,M,F,"$120,000 ",0,Partial High School,Professional,Y,13
12700,MS.,MINDY,KUMAR,3/20/1971,M,F,"$110,000 ",0,Partial High School,Professional,Y,12
12701,MR.,GARY,GUTIERREZ,10/18/1971,M,M,"$110,000 ",0,Partial High School,Professional,Y,12
12702,MS.,YOLANDA,SHAN,9/7/1971,M,F,"$110,000 ",0,Partial High School,Professional,Y,12
12703,MS.,RENEE,SUAREZ,6/20/1971,M,F,"$110,000 ",0,Partial High School,Professional,Y,12
12704,MS.,BARBARA,NARA,4/16/1971,M,F,"$120,000 ",0,Partial High School,Management,Y,13
12705,MR.,ANDRE,GARCIA,8/10/1969,M,M,"$150,000 ",0,Bachelors,Management,Y,15
12706,MR.,LOUIS,LIANG,1/13/1969,M,M,"$160,000 ",0,Bachelors,Management,Y,16
12707,MR.,IAN,LEWIS,9/28/1941,M,M,"$70,000 ",5,Graduate Degree,Management,Y,8
12708,MRS.,BONNIE,PAL,4/25/1941,M,F,"$90,000 ",5,Bachelors,Management,Y,10
12709,MR.,IAN,RODRIGUEZ,1/14/1941,M,M,"$130,000 ",2,Bachelors,Management,Y,14
12710,MR.,DALTON,EVANS,6/19/1941,S,M,"$170,000 ",2,Graduate Degree,Management,N,17
12711,MS.,HEATHER,ZHENG,4/20/1973,S,F,"$20,000 ",0,Partial High School,Manual,N,2
12712,MR.,ARTHUR,ROMERO,8/17/1973,S,M,"$20,000 ",0,Partial High School,Manual,N,2
12713,MS.,DEBORAH,XIE,6/9/1973,S,F,"$20,000 ",0,Partial High School,Manual,N,2
12714,MS.,COLLEEN,LU,7/17/1973,S,F,"$30,000 ",0,Partial College,Clerical,N,4
12715,MR.,EDDIE,GILL,7/18/1963,M,M,"$60,000 ",3,Bachelors,Professional,Y,7
12716,MR.,DALE,SHEN,3/16/1974,S,M,"$30,000 ",0,Partial College,Clerical,Y,4
12717,MS.,HANNAH,WOOD,6/7/1974,M,F,"$30,000 ",0,Partial College,Clerical,N,4
12718,MS.,TAMMY,SAI,11/14/1974,S,F,"$30,000 ",0,Partial College,Clerical,Y,4
12719,MS.,CHERYL,RUIZ,12/4/1974,S,F,"$30,000 ",0,Partial College,Clerical,N,4
12720,MR.,NICOLAS,CHANDE,11/2/1974,S,M,"$30,000 ",0,Partial College,Clerical,N,4
12721,MS.,REBEKAH,MARTINEZ,1/14/1974,S,F,"$30,000 ",0,Partial College,Clerical,N,4
12722,MS.,LATASHA,GOMEZ,2/12/1980,S,F,"$20,000 ",0,Partial High School,Manual,N,2
12723,MR.,KURT,JAI,11/13/1980,M,M,"$20,000 ",0,Partial High School,Manual,N,2
12724,MR.,EDDIE,MARTIN,1/24/1980,S,M,"$20,000 ",0,Partial High School,Manual,N,2
12725,MRS.,GABRIELLE,JAMES,8/13/1910,M,F,"$10,000 ",4,Partial High School,Manual,N,1
12726,MR.,KURT,GOEL,2/19/1980,S,M,"$20,000 ",0,Partial High School,Manual,N,2
12727,MS.,AMANDA,ROSS,4/12/1980,S,F,"$20,000 ",0,Partial High School,Manual,N,2
12728,MR.,JEREMIAH,STEWART,6/26/1979,S,M,"$30,000 ",0,Partial College,Clerical,N,4
12729,MR.,JOSE,PERRY,5/16/1979,S,M,"$30,000 ",0,Partial College,Clerical,N,4
12730,MS.,KARLA,BECKER,10/16/1978,S,F,"$30,000 ",0,High School,Manual,Y,4
12731,MR.,STEVEN,MURPHY,9/14/1973,S,M,"$30,000 ",0,High School,Manual,N,4
12733,MS.,LACEY,CAI,2/27/1972,S,F,"$10,000 ",0,Partial High School,Manual,N,1
12734,MS.,MARGARET,ZHOU,10/3/1972,S,F,"$10,000 ",0,Partial High School,Manual,N,1
12735,MR.,DONALD,MEHTA,10/19/1972,S,M,"$20,000 ",0,Partial High School,Manual,Y,2
12736,MS.,DIANA,RUIZ,7/26/1972,S,F,"$20,000 ",0,Partial High School,Manual,Y,2
12737,MR.,BRETT,CHANDRA,1/19/1973,S,M,"$30,000 ",0,High School,Manual,N,4
12738,MRS.,MELINDA,RUBIO,6/16/1973,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
12739,MR.,EVAN,YOUNG,12/12/1973,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
12740,MS.,KATHRYN,GOEL,11/27/1972,S,F,"$30,000 ",0,High School,Manual,Y,4
12741,MR.,RAYMOND,SAM,2/3/1972,S,M,"$30,000 ",0,High School,Manual,Y,4
12742,MRS.,SAMANTHA,MARTINEZ,11/22/1972,S,F,"$40,000 ",2,Partial College,Clerical,Y,5
12743,MR.,CARL,KUMAR,12/19/1972,M,M,"$40,000 ",2,Partial College,Clerical,N,5
12744,MRS.,ANNA,MOORE,11/27/1972,S,F,"$40,000 ",2,Partial College,Clerical,Y,5
12745,MR.,RAFAEL,WU,6/13/1972,S,M,"$40,000 ",2,Partial College,Clerical,Y,5
12746,MR.,JUAN,TORRES,4/18/1971,S,M,"$10,000 ",0,Partial High School,Manual,N,1
12747,MS.,COLLEEN,HU,11/2/1971,S,F,"$20,000 ",0,Partial High School,Manual,N,2
12748,MS.,GRACE,BELL,8/11/1971,S,F,"$30,000 ",0,High School,Manual,N,4
12749,MR.,MIGUEL,LEE,3/2/1971,S,M,"$30,000 ",0,High School,Manual,N,4
12750,MRS.,TERESA,VAZQUEZ,8/11/1970,S,F,"$40,000 ",2,Partial College,Clerical,Y,5
12751,MRS.,PRISCILLA,XU,12/12/1970,S,F,"$40,000 ",2,Partial College,Clerical,Y,5
12752,MR.,JONATHON,ALVAREZ,11/18/1970,S,M,"$40,000 ",2,Partial College,Clerical,Y,5
12753,MR.,RAMON,ZHAO,5/20/1971,S,M,"$40,000 ",2,Partial College,Clerical,Y,5
12754,MRS.,LINDSEY,DENG,6/20/1970,M,F,"$40,000 ",2,Partial College,Clerical,N,5
12755,MRS.,CHLOE,HUGHES,10/2/1975,S,F,"$40,000 ",3,Partial College,Clerical,Y,5
12756,MR.,ANTONIO,BUTLER,6/26/1975,S,M,"$40,000 ",3,Partial College,Clerical,Y,5
12757,MRS.,SARA,RAMIREZ,12/20/1974,S,F,"$40,000 ",3,Partial College,Clerical,Y,5
12758,MRS.,STEPHANIE,RAMIREZ,1/11/1930,M,F,"$30,000 ",1,Bachelors,Skilled Manual,Y,4
12759,MRS.,JADA,SANDERS,7/14/1931,M,F,"$40,000 ",1,Graduate Degree,Skilled Manual,Y,5
12760,MS.,KRISTA,GOMEZ,1/26/1966,S,F,"$60,000 ",0,Graduate Degree,Skilled Manual,Y,7
12761,MS.,ALEXANDRA,RICHARDSON,3/4/1966,S,F,"$60,000 ",0,Graduate Degree,Skilled Manual,Y,7
12762,MR.,JONATHAN,SMITH,12/20/1953,M,M,"$30,000 ",1,Bachelors,Skilled Manual,Y,4
12763,MRS.,CHLOE,RUSSELL,2/5/1953,M,F,"$30,000 ",1,Bachelors,Skilled Manual,Y,4
12764,MRS.,ALEXANDRA,HARRIS,8/17/1953,M,F,"$30,000 ",1,Partial College,Clerical,Y,4
12765,Unknown,ROBYN,GILL,5/20/1954,M,Unknown,"$20,000 ",2,Partial High School,Manual,N,2
12766,MRS.,JORDYN,BRYANT,8/15/1954,M,F,"$20,000 ",3,Partial High School,Clerical,N,2
12767,MR.,CHRISTOPHER,ROBINSON,11/3/1954,M,M,"$30,000 ",1,High School,Clerical,Y,4
12768,MR.,JOHNATHAN,CHAPMAN,5/26/1954,M,M,"$30,000 ",1,High School,Clerical,Y,4
12769,MR.,THOMAS,ZHANG,3/21/1955,M,M,"$40,000 ",1,Partial College,Clerical,Y,5
12770,MR.,CHARLES,EVANS,9/23/1955,M,M,"$40,000 ",1,Partial College,Clerical,Y,5
